Name,sio2,tio2,al2o3,feot,mno,bao,sro,mgo,cao,li2o,na2o,k2o,p2o5,h2o,T,viscosity,Source,Additional comment
SiO2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.0,15.82,"Hetherington et al., 1964",
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1112.4,12.05,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1132.8,11.61,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1148.4,11.31,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1170.5,10.98,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1185.0,10.65,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1190.3,10.58,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1201.7,10.38,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1209.5,10.22,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1211.5,10.21,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1227.4,9.91,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1227.0,9.95,Le Losq Neuville 2012,
NAK83 8 0,83.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,1258.8,9.43,Le Losq Neuville 2012,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,806.7,9.12,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,801.1,9.31,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,794.0,9.58,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,785.3,9.86,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,773.6,10.32,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,764.9,10.69,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,754.7,11.16,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,743.8,11.66,Le Losq et al 2014GCA,
NS3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,733.7,12.17,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,820.1,9.07,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,814.2,9.23,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,798.7,9.74,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,791.9,9.99,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,787.1,10.16,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,780.8,10.41,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,776.6,10.56,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,771.7,10.75,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,761.1,11.2,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,746.7,11.86,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,735.6,12.43,Le Losq et al 2014GCA,
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1663.0,1.107,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1673.0,1.075,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1683.0,1.043,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1693.0,1.011,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1703.0,0.979,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1713.0,0.947,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1723.0,0.915,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1733.0,0.883,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1743.0,0.851,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1753.0,0.819,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1763.0,0.787,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.02,75.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1773.0,0.755,"Le Losq et al., 2014GCA: Interp NS3 Bockris NA7506 Riebling",
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1863.0,1.073,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1853.0,1.098,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1843.0,1.123,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1833.0,1.149,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1823.0,1.174,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1813.0,1.201,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1803.0,1.227,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1793.0,1.254,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1783.0,1.281,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1773.0,1.308,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1763.0,1.336,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1753.0,1.364,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1743.0,1.392,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1733.0,1.421,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1723.0,1.45,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1713.0,1.479,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1703.0,1.509,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1693.0,1.539,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1683.0,1.569,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1673.0,1.6,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1663.0,1.631,Riebling 1966,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,872.1,9.23,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,860.9,9.59,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,851.2,9.911,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,846.4,10.072,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,844.4,10.143,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,841.5,10.239,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,841.1,10.252,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,836.5,10.412,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,830.9,10.605,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,820.2,10.987,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,809.3,11.382,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,803.5,11.601,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,796.5,11.866,Le Losq et al 2014GCA,
NA75.06,75.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,788.7,12.16,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,877.0,10.98,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,887.6,10.64,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,898.3,10.33,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,908.9,10,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,919.6,9.72,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,940.2,9.21,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,930.0,9.47,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,894.1,10.47,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,901.4,10.21,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,845.0,12.08,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,851.4,11.86,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,856.9,11.65,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,866.9,11.27,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,956.5,8.8,Le Losq et al 2014GCA,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1953.0,1.463,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1943.0,1.492,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1933.0,1.521,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1923.0,1.55,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1913.0,1.579,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1903.0,1.609,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1893.0,1.639,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1883.0,1.669,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1873.0,1.7,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1863.0,1.731,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1853.0,1.763,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1843.0,1.794,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1833.0,1.826,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1823.0,1.859,Riebling 1966,
NA75.09,75.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1813.0,1.892,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1963.0,2.41,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1953.0,2.458,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1943.0,2.508,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1933.0,2.557,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1923.0,2.607,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1913.0,2.658,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1903.0,2.709,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1893.0,2.761,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1883.0,2.813,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1873.0,2.866,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1863.0,2.92,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1853.0,2.974,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1843.0,3.028,Riebling 1966,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1243.1,8.91,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1227.6,9.16,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1212.8,9.41,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1198.6,9.65,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1186.3,9.89,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1171.2,10.15,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1155.3,10.45,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1145.2,10.65,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1133.9,10.88,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1123.9,11.11,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1114.1,11.32,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1103.3,11.56,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1093.2,11.81,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1082.3,12.08,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1072.2,12.37,LeLosqNeuville 2012,
NA75.12,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1062.4,12.6,LeLosqNeuville 2012,
NA66.16,66.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,1148.1,10.59,Le Losq 2012,
NA66.16,66.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,1091.2,12,Le Losq 2012,
NA66.16,66.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,1160.0,10.31,Le Losq 2012,
NA66.16,66.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,1155.2,10.44,Le Losq 2012,
NA66.16,66.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,1112.3,11.44,Le Losq 2012,
NA66.16,66.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,1122.9,11.15,Le Losq 2012,
